Book_ID,Title,Authors,Total_Pages,No. of Reviews,Average_Rating,No. of Ratings,ISBN,ISBN13,Language,Genres
32767,At the Mountains of Madness,H.P. Lovecraft,194,3271,3.85,41665,812974417,9.78081E+12,English,"['Horror', 'Fiction', 'Classics', 'Science Fiction', 'Fantasy', 'Horror', 'Lovecraftian', 'Audiobook', 'Short Stories', 'Fantasy', 'Weird Fiction', 'Novels']"
78876,Maskerade,Terry Pratchett,285,1568,4.08,57930,575058080,9.78058E+12,English,"['Fantasy', 'Fiction', 'Humor', 'Humor', 'Comedy', 'Science Fiction Fantasy', 'Paranormal', 'Witches', 'Young Adult', 'Audiobook', 'Adventure', 'Childrens']"
44890081,My Dark Vanessa,Kate Elizabeth Russell,373,25089,4.07,182044,006294150X,9.78006E+12,English,"['Fiction', 'Contemporary', 'Adult', 'Audiobook', 'Literary Fiction', 'Thriller', 'Adult Fiction', 'Health', 'Mental Health', 'Dark', 'Sociology', 'Abuse']"
13835,In the Hand of the Goddess,Tamora Pierce,264,2183,4.21,95091,689878567,9.78069E+12,English,"['Fantasy', 'Young Adult', 'Fiction', 'Fantasy', 'Magic', 'Adventure', 'Young Adult', 'Young Adult Fantasy', 'Romance', 'Fantasy', 'High Fantasy', 'Childrens', 'Middle Grade', 'Childrens']"
6224935,This is Where I Leave You,Jonathan Tropper,339,12414,3.88,138509,052595127X,9.78053E+12,English,"['Fiction', 'Humor', 'Contemporary', 'Adult Fiction', 'Family', 'Adult', 'Book Club', 'Novels', 'Audiobook', 'Literary Fiction']"
23225,Haunted,Jenny Carroll,263,871,4.13,38216,60751649,9.78006E+12,English,"['Young Adult', 'Fantasy', 'Paranormal', 'Fantasy', 'Romance', 'Paranormal', 'Ghosts', 'Fiction', 'Fantasy', 'Supernatural', 'Young Adult', 'Teen', 'Womens Fiction', 'Chick Lit', 'Mystery']"
328854,Motherless Brooklyn,Jonathan Lethem,311,3300,3.87,38440,375724834,9.78038E+12,English,"['Fiction', 'Mystery', 'Mystery', 'Crime', 'Novels', 'New York', 'Contemporary', 'Literary Fiction', 'Thriller', 'Mystery Thriller', 'Literature', 'Audiobook']"
12299419,Mystery Man,Kristen Ashley,494,4701,4.21,69156,,B005CHQT3S,English,"['Romance', 'Romance', 'Contemporary Romance', 'Contemporary', 'Adult', 'Romance', 'Romantic Suspense', 'Adult Fiction', 'Erotica', 'Suspense', 'War', 'Military Fiction', 'Womens Fiction', 'Chick Lit', 'Mystery']"
12609,The Spirit Catches You and You Fall Down,Anne Fadiman,341,4998,4.17,75460,374525641,9.78037E+12,English,"['Nonfiction', 'Health', 'Medicine', 'Anthropology', 'Medical', 'Science', 'Biography', 'History', 'Autobiography', 'Memoir', 'Health', 'Sociology']"
12700353,Me and Earl and the Dying Girl,Jesse Andrews,295,13986,3.54,131656,1419701762,9.78142E+12,English,"['Young Adult', 'Contemporary', 'Fiction', 'Humor', 'Realistic Fiction', 'Young Adult', 'Young Adult Contemporary', 'Young Adult', 'Coming Of Age', 'Young Adult', 'Teen', 'Death', 'Audiobook']"
18003300,Love & Misadventure,Lang Leav,176,3527,3.96,50158,473235501,9.78047E+12,English,"['Poetry', 'Romance', 'Young Adult', 'Contemporary', 'Fiction', 'Love', 'Adult', 'Audiobook']"
102564,The Mysterious Stranger,Mark Twain,121,739,4.13,9045,1573920398,9.78157E+12,English,"['Fiction', 'Classics', 'Fantasy', 'Short Stories', 'Literature', 'Philosophy', 'Literature', 'American', 'Religion', 'Novels', 'Horror']"
1225621,The Outlaw Demon Wails,Kim Harrison,455,1301,4.36,55990,60788704,9.78006E+12,English,"['Fantasy', 'Urban Fantasy', 'Fantasy', 'Fantasy', 'Paranormal', 'Paranormal', 'Vampires', 'Paranormal', 'Witches', 'Fantasy', 'Magic', 'Paranormal', 'Demons', 'Fiction', 'Fantasy', 'Supernatural', 'Romance']"
23960,Glue,Irvine Welsh,556,316,3.87,13443,99436922,9.7801E+12,English,"['Fiction', 'Contemporary', 'Cultural', 'Scotland', 'Novels', 'Thriller', 'Literature', 'European Literature', 'British Literature', 'Classics', 'Cult Classics', 'Mystery', 'Drama']"
60142,La ciudad y los perros,Mario Vargas Llosa,446,988,4.14,19703,8466309152,9.78847E+12,Spanish,"['Fiction', 'European Literature', 'Spanish Literature', 'Classics', 'Cultural', 'Latin American', 'Literature', 'Latin American Literature', 'Literature', 'Novels', 'Nobel Prize', 'Literature', '20th Century', 'Contemporary']"
56177889,Mischief and the Guardian Cats,Malcolm McCoard,,1,4.78,27,,B08P43VSXQ,Spanish,[]
5296,An Ideal Husband,Oscar Wilde,78,1335,4.01,39468,048641423X,9.78049E+12,English,"['Classics', 'Plays', 'Fiction', 'Drama', 'Humor', 'Literature', '19th Century', 'Plays', 'Theatre', 'Literature', 'Romance', 'Historical', 'Victorian']"
47780,Hunting and Gathering,Anna Gavalda,488,1446,4.11,18752,159448144X,9.78159E+12,English,"['Fiction', 'Cultural', 'France', 'Contemporary', 'Romance', 'Roman', 'Novels', 'European Literature', 'French Literature', 'Literary Fiction', 'Literature', 'European Literature', 'German Literature']"
34466963,Why We Sleep,Matthew Walker,368,13619,4.38,126998,,,English,"['Nonfiction', 'Science', 'Health', 'Psychology', 'Self Help', 'Audiobook', 'Biology', 'Neuroscience', 'Self Help', 'Personal Development', 'Science', 'Biology', 'Health', 'Medicine']"
159582,The Yearling,Marjorie Kinnan Rawlings,513,1203,4.01,26989,689846231,9.78069E+12,English,"['Classics', 'Fiction', 'Young Adult', 'Animals', 'Historical', 'Historical Fiction', 'Childrens', 'Literature', 'Young Adult', 'Coming Of Age', 'Childrens', 'Middle Grade', 'Historical']"
916114,La vida es sueño,Pedro Calderón de la Barca,207,745,3.94,19311,8437600928,9.78844E+12,Spanish,"['Plays', 'Classics', 'Drama', 'European Literature', 'Spanish Literature', 'Plays', 'Theatre', 'Fiction', 'Cultural', 'Spain', 'Academic', 'School', 'Poetry', 'Literature']"
5489684,Vampire Kisses,Ellen Schreiber,562,522,4.13,27883,006177894X,9.78006E+12,English,"['Paranormal', 'Vampires', 'Young Adult', 'Fantasy', 'Romance', 'Fantasy', 'Paranormal', 'Fantasy', 'Supernatural', 'Romance', 'Paranormal Romance', 'Fiction', 'Young Adult', 'Teen', 'Fantasy', 'Urban Fantasy']"
3099780,The Initiation / The Captive Part I,L.J. Smith,396,1091,3.96,23088,61670855,9.78006E+12,English,"['Young Adult', 'Fantasy', 'Fantasy', 'Paranormal', 'Paranormal', 'Witches', 'Romance', 'Fantasy', 'Supernatural', 'Fantasy', 'Magic', 'Romance', 'Paranormal Romance', 'Fiction', 'Fantasy', 'Urban Fantasy']"
2498983,The Darkest Kiss,Gena Showalter,384,1899,4.23,53951,373772327,9.78037E+12,English,"['Romance', 'Paranormal Romance', 'Fantasy', 'Paranormal', 'Romance', 'Fantasy', 'Paranormal', 'Demons', 'Adult', 'Fantasy', 'Mythology', 'Fantasy', 'Urban Fantasy', 'Fantasy', 'Supernatural', 'Fiction']"
6387565,Witch & Wizard,James Patterson,314,4805,3.55,54859,,,English,"['Fantasy', 'Young Adult', 'Fantasy', 'Magic', 'Fiction', 'Science Fiction', 'Dystopia', 'Fantasy', 'Paranormal', 'Paranormal', 'Witches', 'Adventure', 'Fantasy', 'Supernatural', 'Young Adult', 'Teen']"
13561164,Dare You To,Katie McGarry,456,3727,4.15,40938,373210639,9.78037E+12,English,"['Romance', 'Young Adult', 'Contemporary', 'New Adult', 'Romance', 'Contemporary Romance', 'Young Adult', 'High School', 'Realistic Fiction', 'Sports', 'Sports', 'Young Adult', 'Young Adult Romance', 'Young Adult', 'Young Adult Contemporary']"
24817626,Go Set a Watchman,Harper Lee,278,30836,3.32,250063,62409859,9.78006E+12,English,"['Fiction', 'Historical', 'Historical Fiction', 'Classics', 'Audiobook', 'Historical', 'Adult', 'Adult Fiction', 'Literature', 'Literary Fiction', 'Novels']"
42115981,Loveless,Alice Oseman,433,5312,4.31,22655,000824412X,9.78001E+12,English,"['Contemporary', 'Young Adult', 'LGBT', 'LGBT', 'Queer', 'Fiction', 'Romance', 'Young Adult', 'Young Adult Contemporary', 'Audiobook', 'New Adult', 'LGBT', 'Lesbian']"
28541,Dragonsong,Anne McCaffrey,192,1562,4.22,53340,141692499X,9.78142E+12,English,"['Fantasy', 'Science Fiction', 'Fantasy', 'Dragons', 'Young Adult', 'Fiction', 'Science Fiction Fantasy', 'Adventure', 'Childrens', 'Fantasy', 'High Fantasy', 'Childrens', 'Middle Grade']"
2284803,Holy Bible,Anonymous,1536,483,4.37,7229,718015592,9.78072E+12,English,"['Religion', 'Christian', 'Nonfiction', 'Classics', 'Reference', 'Religion', 'Christianity', 'Spirituality', 'History', 'Philosophy', 'Religion', 'Theology']"
17830559,Remy,Katy Evans,273,1969,4.29,30210,,B00D0MZXE8,English,"['Romance', 'New Adult', 'Warfare', 'Fighters', 'Sports', 'Sports', 'Romance', 'Contemporary Romance', 'Contemporary', 'Adult Fiction', 'Erotica', 'Contemporary Romance', 'Sports Romance', 'Adult', 'Martial Arts', 'Mixed Martial Arts']"
11337912,The Prisoner of Cell 25,Richard Paul Evans,336,5157,4.22,39176,1451656505,9.78145E+12,English,"['Young Adult', 'Science Fiction', 'Fantasy', 'Fiction', 'Adventure', 'Young Adult', 'Teen', 'Childrens', 'Middle Grade', 'Action', 'Fantasy', 'Paranormal', 'Thriller']"
306364,Sugar Daddy,Lisa Kleypas,371,2355,4.01,41673,312351623,9.78031E+12,English,"['Romance', 'Romance', 'Contemporary Romance', 'Contemporary', 'Womens Fiction', 'Chick Lit', 'Adult', 'Fiction', 'Audiobook', 'New Adult', 'Family', 'Adult Fiction']"
9814682,A Song of Ice and Fire,George R.R. Martin,4081,1018,4.63,46025,345529057,9.78035E+12,English,"['Fantasy', 'Fiction', 'Fantasy', 'Epic Fantasy', 'Science Fiction Fantasy', 'Adventure', 'Science Fiction', 'Novels', 'Epic', 'Fantasy', 'High Fantasy', 'Fantasy', 'Dragons']"
223380,Stories of Your Life and Others,Ted Chiang,281,9661,4.24,80895,330426648,9.78033E+12,English,"['Science Fiction', 'Short Stories', 'Fiction', 'Fantasy', 'Speculative Fiction', 'Science Fiction Fantasy', 'Anthologies', 'Philosophy', 'Audiobook', 'Adult']"
325785,Capital,Karl Marx,1152,621,4.24,9838,140445684,9.78014E+12,English,"['Economics', 'Philosophy', 'Politics', 'Nonfiction', 'History', 'Philosophy', 'Theory', 'Classics', 'Sociology', 'Politics', 'Political Science', 'European Literature', 'German Literature']"
1774836,The Palace of Illusions,Chitra Banerjee Divakaruni,360,4376,4.19,41641,385515995,9.78039E+12,English,"['Fiction', 'Fantasy', 'Mythology', 'Fantasy', 'Cultural', 'India', 'Historical', 'Historical Fiction', 'Asian Literature', 'Indian Literature', 'Historical', 'Retellings', 'Cultural', 'Asia', 'Cultural']"
6411016,Matterhorn,Karl Marlantes,663,3364,4.21,41195,979528534,9.78098E+12,English,"['Fiction', 'Historical', 'Historical Fiction', 'War', 'War', 'Military Fiction', 'Historical', 'Audiobook', 'Cultural', 'Asia', 'Literature', 'Novels', 'Literary Fiction']"
10800916,Awake at Dawn,C.C. Hunter,383,1878,4.25,59554,312624689,9.78031E+12,English,"['Young Adult', 'Fantasy', 'Fantasy', 'Paranormal', 'Paranormal', 'Vampires', 'Romance', 'Shapeshifters', 'Werewolves', 'Fantasy', 'Supernatural', 'Fantasy', 'Magic', 'Paranormal', 'Witches', 'Romance', 'Paranormal Romance']"
16064647,Awoken,Timothy   Miller,321,8,4.15,74,1937053539,9.78194E+12,English,"['Fantasy', 'Young Adult', 'Fiction']"
18334644,Meeting With Christ and Other Poems,Deepak Chaswal,80,20,4.48,85,,B00EDRJK34,English,['Poetry']
19532388,Letters From Your Soul,Victor Noble,166,12,4.3,63,992382009,9.78099E+12,English,"['Spirituality', 'Poetry']"
18298225,On the Fence,Kasie West,295,5679,4.04,55546,62235672,9.78006E+12,English,"['Romance', 'Young Adult', 'Contemporary', 'Fiction', 'Young Adult', 'Young Adult Contemporary', 'Young Adult', 'Young Adult Romance', 'Young Adult', 'High School', 'Romance', 'Contemporary Romance', 'Audiobook', 'Sports', 'Sports']"
84139,Unleash the Night,Sherrilyn Kenyon,378,1132,4.32,42168,312934335,9.78031E+12,English,"['Romance', 'Paranormal Romance', 'Fantasy', 'Paranormal', 'Romance', 'Fantasy', 'Paranormal', 'Vampires', 'Fantasy', 'Urban Fantasy', 'Paranormal', 'Shapeshifters', 'Adult', 'Fantasy', 'Mythology', 'Fiction']"
8686068,The Devotion of Suspect X,Keigo Higashino,298,5851,4.14,43733,312375069,9.78031E+12,English,"['Mystery', 'Fiction', 'Cultural', 'Japan', 'Mystery', 'Crime', 'Thriller', 'Asian Literature', 'Japanese Literature', 'Thriller', 'Mystery Thriller', 'Mystery', 'Detective', 'Cultural', 'Asia', 'Suspense']"
23769683,The Rising,C.M. Meridian,,5,3.56,59,,9.78062E+12,English,"['Shapeshifters', 'Werewolves', 'Fantasy', 'Urban Fantasy', 'Paranormal', 'Shapeshifters']"
11437,Where I'm Calling From,Raymond Carver,544,989,4.42,20628,679722319,9.78068E+12,English,"['Short Stories', 'Fiction', 'Literature', 'Classics', 'Literature', 'American', 'Literary Fiction', 'Contemporary', 'The United States Of America', 'American', 'Americana', 'Short Stories', 'Short Story Collection']"
58098,For Colored Girls Who Have Considered Suicide / When the Rainbow Is Enuf,Ntozake Shange,80,971,4.27,32903,684843269,9.78068E+12,English,"['Poetry', 'Plays', 'Fiction', 'Feminism', 'Drama', 'Cultural', 'African American', 'Race', 'Plays', 'Theatre', 'Classics', 'Womens']"
28293,Life,Georges Perec,581,752,4.2,7900,879237511,9.78088E+12,English,"['Fiction', 'Cultural', 'France', 'Classics', 'European Literature', 'French Literature', 'Novels', 'Literature', 'Literature', '20th Century', 'Literary Fiction', 'Philosophy', 'Contemporary']"
20567969,"Yours Truly, Taddy",Avery Aster,192,215,3.65,727,,B00JN3ATHY,English,"['Romance', 'New Adult', 'Romance', 'Contemporary Romance', 'Contemporary', 'Erotica', 'Menage', 'Young Adult', 'Adult Fiction', 'Erotica', 'Humor', 'Romance', 'Erotic Romance', 'Romance', 'M F Romance']"
434903,The Rings of Saturn,W.G. Sebald,296,1303,4.24,12212,811214133,9.78081E+12,English,"['Fiction', 'Travel', 'European Literature', 'German Literature', 'Literature', 'Cultural', 'Germany', 'Novels', 'Writing', 'Essays', 'Literature', '20th Century', 'Classics', 'Literary Fiction']"
920607,The Arrival,Shaun Tan,132,5038,4.34,51345,,,English,"['Sequential Art', 'Graphic Novels', 'Sequential Art', 'Comics', 'Fantasy', 'Childrens', 'Picture Books', 'Fiction', 'Young Adult', 'Art', 'Childrens', 'Graphic Novels Comics', 'Historical', 'Historical Fiction']"
29587324,Deep World Fire,C.M. Meridian,,9,4.12,50,,9.78062E+12,English,"['Fantasy', 'Fantasy', 'Epic Fantasy']"
12368985,Consequences,Aleatha Romig,368,5761,3.92,40514,1465341889,9.78147E+12,English,"['Dark', 'Romance', 'Sociology', 'Abuse', 'Contemporary', 'Adult', 'Thriller', 'Adult Fiction', 'Erotica', 'Suspense', 'Fiction', 'Erotica', 'BDSM']"
25912358,A Thousand Boy Kisses,Tillie Cole,316,11374,4.21,66622,,,English,"['Romance', 'Young Adult', 'Contemporary', 'Romance', 'Contemporary Romance', 'Fiction', 'Young Adult', 'High School', 'Young Adult', 'Young Adult Romance', 'New Adult', 'Audiobook', 'Love']"
17465515,The Story of a New Name,Elena Ferrante,471,8830,4.41,133814,,,English,"['Fiction', 'Cultural', 'Italy', 'Historical', 'Historical Fiction', 'European Literature', 'Italian Literature', 'Novels', 'Literary Fiction', 'Audiobook', 'Contemporary', 'Historical', 'Literature']"
3378,Generation X,Douglas Coupland,211,1187,3.74,27451,349108390,9.78035E+12,English,"['Fiction', 'Contemporary', 'Cultural', 'Canada', 'Novels', 'Literature', 'Classics', 'Literary Fiction', 'Short Stories', 'Literature', '20th Century', 'Literature', 'American']"
51043806,The Blindspots Between Us,Gleb Tsipursky,216,62,3.99,175,1684035082,9.78168E+12,English,"['Psychology', 'Nonfiction', 'Self Help', 'Self Help', 'Personal Development', 'Relationships', 'Science', 'Leadership', 'Health', 'Mental Health', 'Sociology', 'Business']"
10970532,The Siren,Tiffany Reisz,432,3412,4.03,26173,373605692,9.78037E+12,English,"['Erotica', 'BDSM', 'Romance', 'Adult Fiction', 'Erotica', 'Dark', 'Contemporary', 'Adult', 'Romance', 'Contemporary Romance', 'Romance', 'Erotic Romance', 'Fiction', 'Romance', 'M F Romance']"
23168277,The Sympathizer,Viet Thanh Nguyen,371,9478,3.99,94049,802123457,9.7808E+12,English,"['Fiction', 'Historical', 'Historical Fiction', 'War', 'Cultural', 'Asia', 'Historical', 'Literary Fiction', 'Novels', 'Literature', 'Politics', 'Book Club']"
46270,Suvashun,Simin Daneshvar,392,608,3.94,7553,8496501027,9.7885E+12,Spanish,"['Novels', 'Cultural', 'Iran', 'Fiction', 'Literature', 'Historical', 'Historical Fiction', 'Romance', 'Classics', 'Literature', '20th Century', 'Historical', 'Unfinished']"
11227041,The Gamble,Kristen Ashley,629,4037,4.26,56609,,B004X6TMLA,English,"['Romance', 'Romance', 'Contemporary Romance', 'Contemporary', 'Adult', 'Romance', 'Romantic Suspense', 'Suspense', 'Mystery', 'Womens Fiction', 'Chick Lit', 'Adult Fiction', 'Erotica', 'Fiction']"
74998,The Magic Faraway Tree,Enid Blyton,177,816,4.28,35404,074974801X,9.78075E+12,English,"['Fantasy', 'Childrens', 'Fiction', 'Classics', 'Adventure', 'Young Adult', 'Fantasy', 'Magic', 'Childrens', 'Middle Grade', 'Novels', 'Childrens', 'Childrens Classics']"
45967,The Blind Owl,Sadegh Hedayat,148,2042,3.99,22375,802131808,9.7808E+12,English,"['Fiction', 'Cultural', 'Iran', 'Novels', 'Literature', 'Classics', 'Horror', 'Philosophy', 'Novella', 'Short Stories', 'Literature', '20th Century']"
58553366,Stalker Stalked,Lee Matthew Goldberg,270,76,4.17,342,1643962299,9.78164E+12,English,"['Fiction', 'Drama', 'Epic', 'Health', 'Mental Health', 'Contemporary', 'Mystery']"
3720975,Handle with Care,Jodi Picoult,477,8555,3.98,119098,743296419,9.78074E+12,English,"['Fiction', 'Contemporary', 'Womens Fiction', 'Chick Lit', 'Drama', 'Adult Fiction', 'Adult', 'Realistic Fiction', 'Family', 'Novels', 'Medical']"
38230346,Hometown Girl After All,Kirsten Fullmer,352,35,4.31,1005,1979854890,9.78198E+12,English,"['Contemporary', 'Young Adult', 'New Adult', 'Fiction', 'Romance', 'Love Story', 'Adult', 'Romance', 'Romance', 'Contemporary Romance', 'Novels', 'Womens Fiction', 'Chick Lit']"
35702241,The Shadows Between Us,Tricia Levenseller,326,13480,3.91,97642,1250189969,9.78125E+12,English,"['Fantasy', 'Romance', 'Young Adult', 'Young Adult', 'Young Adult Fantasy', 'Fiction', 'Romance', 'Fantasy Romance', 'Fantasy', 'Magic', 'Fantasy', 'High Fantasy', 'Audiobook', 'Fantasy', 'Paranormal']"
7157310,Rot & Ruin,Jonathan Maberry,458,3790,4.1,33614,1442402326,9.78144E+12,English,"['Horror', 'Zombies', 'Young Adult', 'Horror', 'Science Fiction', 'Dystopia', 'Apocalyptic', 'Post Apocalyptic', 'Fiction', 'Science Fiction', 'Fantasy', 'Fantasy', 'Paranormal', 'Young Adult', 'Teen']"
125963,Thr3e,Ted Dekker,423,2055,4.07,33220,1595543414,9.7816E+12,English,"['Fiction', 'Christian Fiction', 'Thriller', 'Christian', 'Mystery', 'Suspense', 'Horror', 'Thriller', 'Mystery Thriller', 'Adult', 'Fantasy']"
93157,The Monk,Matthew Gregory Lewis,431,2005,3.81,24420,140436030,9.78014E+12,English,"['Classics', 'Gothic', 'Horror', 'Fiction', 'Literature', '18th Century', 'Fantasy', 'Literature', 'Historical', 'Historical Fiction', 'Novels', 'European Literature', 'British Literature']"
18302455,The Circle,Dave Eggers,493,24162,3.43,197015,,,English,"['Fiction', 'Science Fiction', 'Science Fiction', 'Dystopia', 'Contemporary', 'Audiobook', 'Adult', 'Novels', 'Thriller', 'Science', 'Technology', 'Adult Fiction']"
23224,Darkest Hour,Jenny Carroll,316,883,4.15,36703,60725141,9.78006E+12,English,"['Young Adult', 'Fantasy', 'Paranormal', 'Fantasy', 'Romance', 'Paranormal', 'Ghosts', 'Fantasy', 'Supernatural', 'Fiction', 'Young Adult', 'Teen', 'Mystery', 'Womens Fiction', 'Chick Lit']"
40969531,A Winter's Promise,Christelle Dabos,492,6409,4.11,55136,,B07FSV58FF,English,"['Fantasy', 'Young Adult', 'Fiction', 'Young Adult', 'Young Adult Fantasy', 'Romance', 'Cultural', 'France', 'Science Fiction', 'Steampunk', 'Fantasy', 'Magic', 'Audiobook', 'Fantasy', 'High Fantasy']"
50144,Kitchen,Banana Yoshimoto,160,5820,3.88,62924,802142443,9.7808E+12,English,"['Fiction', 'Cultural', 'Japan', 'Asian Literature', 'Japanese Literature', 'Short Stories', 'Contemporary', 'Cultural', 'Asia', 'Literature', 'Asian Literature', 'Novels', 'Romance', 'Literature']"
33643994,Daughter of the Pirate King,Tricia Levenseller,311,11719,4.03,96794,1250095964,9.78125E+12,English,"['Fantasy', 'Young Adult', 'Romance', 'Adventure', 'Pirates', 'Young Adult', 'Young Adult Fantasy', 'Adventure', 'Fiction', 'Audiobook', 'Historical', 'Historical Fiction', 'Fantasy', 'Magic']"
35817844,The Taking of Peggy Martin,Karen Glista,243,37,4.29,782,,B07466DS5H,English,"['Thriller', 'Mystery', 'New Adult', 'Young Adult', 'Fiction', 'Adult', 'Drama', 'Contemporary', 'Novels', 'Literature', '21st Century']"
